101:1:832|5
212:1:3488|5
270:1:1546|4
448:1:832|5,1000|4
668:1:410|3
718:1:410|3
897:1:832|3
912:1:832|3
919:1:2710|3
1036:1:1349|4,1546|3
1038:1:1349|5
1054:1:832|3
1061:1:690|7
1179:1:3355|4,1107|3,832|3
1215:1:825|8,832|3
1324:1:1107|4,832|3
1330:1:473|3,658|3,1000|3
1362:1:1107|3
1377:1:2765|6,1951|3
1658:1:1606|35
1701:1:1606|7
1755:1:1731|5
1839:1:1842|5
1959:1:2402|10
1971:1:4330|3
1978:1:2585|5
2009:1:2005|4,2006|3
2400:1:2406|4
2474:1:9131|6
2758:1:4408|6
2875:1:2874|10
2877:1:4408|7,2874|3
3085:1:3089|4
3095:1:3092|3
3106:1:3102|5,3110|3
3237:1:3228|5,832|3
3304:1:832|3
3371:1:1606|3
3446:1:6158|5,832|3
3454:1:3460|3
3508:1:3510|3
3509:1:3510|3
3660:1:4330|3
3699:1:3069|3
3726:1:832|3
3767:1:3803|4,4167|3
3859:1:3214|11,3868|4
3901:1:1372|7,832|5
4005:1:1606|20
4039:1:1546|12,3277|6,5247|3,832|3
4040:1:6114|7,2971|4
4151:1:3712|3
4152:1:5097|10,3803|4
4153:1:3800|6,3258|3
4193:1:4194|4
4196:1:4194|6
4225:1:4223|5
4232:1:4787|3
4315:1:4321|6
4374:1:4408|11
4375:1:3277|4
4410:1:4406|3
4414:1:4383|3
4419:1:6510|4,4330|4
4466:1:4493|3
4470:1:4552|4
4491:1:4493|3
4551:1:4550|10,4556|4,4552|4
4559:1:4555|4,4550|3
4561:1:4550|4,4556|3,4552|3
4738:1:4784|4
4772:1:4816|7
4775:1:4816|6
4788:1:4791|3
4790:1:4735|3
4814:1:4813|10
4877:1:4800|3
4885:1:4882|3
4918:1:4911|5
4920:1:4911|4
4959:1:4952|3
5245:1:5242|5,5247|3
5246:1:832|3
5288:1:5290|5,5160|4
5321:1:3519|4
5369:1:6929|7
5550:1:5546|11
5713:1:5712|48,5771|29,5714|24,5718|22,5707|21,5703|17,5699|12,5698|12,5697|12,5705|11,4648|6,4700|5,4654|5,5760|5,4330|5,1474|3,4653|3,4649|3,5765|3,5752|3,167|3
5726:1:5727|25,5728|24,5720|17,5732|8,5733|7
5731:1:5727|14,5728|13,5732|13,5720|12,5733|11
5742:1:5728|11,5720|10,5727|8,5733|7,5732|6
5818:1:1546|3
5947:1:832|3,3258|3,5948|3
5977:1:5978|16,5979|15
5980:1:5978|15,5979|11
5989:1:5986|8,5994|3,5993|3
6015:1:6017|3
6055:1:6078|3,6069|3
6060:1:6078|5
6103:1:6129|4,832|3,1535|3
6110:1:5143|6
6225:1:6234|5,6221|5,6217|3
6262:1:5430|3,5929|3,4330|3
6270:1:6271|4
6491:1:6492|9
6493:1:832|3
6495:1:6492|3
6512:1:6510|5
6523:1:5097|3,1546|3
6528:1:6533|4,6580|3
6531:1:6580|4
6534:1:6580|9,6569|3,6556|3,6533|3
6549:1:6556|3
6555:1:6556|19,6580|4,6569|3,6535|3
6557:1:6569|4,6580|3
6559:1:6569|3
6561:1:6556|5,6580|4
6562:1:6569|4
6570:1:6569|5
6577:1:6569|3
6581:1:6580|11,6533|4
6626:1:6618|3
6819:1:6817|3
6822:1:6820|6
6834:1:5097|3
6866:1:6874|4
6909:1:6932|10
6920:1:5614|9,6915|5,6932|4,6925|3
7016:1:832|3
7036:1:7035|6
7115:1:7111|9,7114|7
7116:1:7111|3
7117:1:7111|7,7114|3
7232:1:1474|9,3060|5,832|4
7242:1:3520|5,3519|4,8207|3
7400:1:7390|5
7420:1:4330|3
7422:1:1546|6
7438:1:7482|3
7448:1:7482|4
7451:1:7482|3
7480:1:7482|3
7481:1:7482|8
7483:1:7482|8,1546|3
7484:1:7482|6
7575:1:7577|4
7587:1:7586|11,7576|4
7682:1:7680|8
7784:1:7783|4
8095:1:8092|3
8537:1:8533|3
8598:1:8614|13,8612|11,8607|11,8605|10,8650|9,8601|9,8625|8,8615|8,8632|3
8611:1:8614|13,8612|11,8607|11,8650|9,8605|9,8601|9,8615|7,8625|6
