94:1:1892|4
179:1:3606|4
277:1:2762|3,3614|3
299:1:52|3
433:1:2464|4
453:1:467|3
599:1:861|13,9523|5,543|4,704|4,414|3
610:1:1370|3
724:1:7016|11
756:1:765|3
762:1:1049|3
825:1:1215|8,1888|3
942:1:1421|3
1105:1:2474|4
1124:1:1467|11
1178:1:1171|8,1179|6
1344:1:903|3
1473:1:1157|3
1629:1:1631|8
1662:1:1646|21,1640|16,1717|3,1888|3,3336|3
1684:1:1640|9,1646|4
1693:1:1640|5,1646|5
1699:1:1640|3
1702:1:1640|7,1714|7
1704:1:1646|12
1708:1:1640|5,1700|3
1718:1:1640|6,1717|4
1731:1:1640|6
1755:1:1640|27,1661|4
1854:1:1857|3
1940:1:5080|3
2016:1:2013|4
2017:1:2013|16,2012|5
2404:1:2400|4
2406:1:1888|7,2400|4
2461:1:765|3
2467:1:1239|3
2584:1:2392|8,1897|4,1987|3,1929|3
2891:1:2868|5
2895:1:2893|4
3094:1:3101|9,3095|8,3098|8
3107:1:3104|7,3105|5,1640|3,3101|3,3098|3
3151:1:3149|12,3152|5,3150|4,3157|3,3154|3
3264:1:3822|3
3368:1:3370|5,5214|3
3423:1:3425|4
3424:1:3425|28,3068|3
3440:1:1661|3
3493:1:3496|6
3497:1:3496|6
3507:1:3504|6,3505|5,3509|4,3503|4,3502|3,3501|3
3514:1:3501|3
3552:1:3560|5,3213|3
3558:1:3588|4
3636:1:3546|5
3654:1:948|4,812|3
3658:1:575|3,577|3
3668:1:2416|3
3688:1:3546|10
3767:1:3795|6,4147|4
3841:1:3844|5
3868:1:3859|4
3959:1:3935|3,3936|3
4013:1:4006|3
4014:1:1327|3
4120:1:3820|7,3068|5
4136:1:2428|5
4142:1:4158|4
4209:1:6505|9,4208|7,4230|3
4232:1:6505|5
4238:1:4006|3
4255:1:4260|5
4257:1:3647|3,4260|3
4267:1:4277|5,704|3
4317:1:3336|3
4379:1:4411|3
4390:1:4412|5,4392|3
4410:1:4412|3
4416:1:2868|3
4431:1:7059|4
4467:1:3795|9
4477:1:4496|6,4491|5
4484:1:4469|3
4500:1:4466|4
4505:1:4496|4,4491|3
4523:1:4570|5
4555:1:4559|4,3235|3
4720:1:4006|3,5102|3
4724:1:4722|6
4728:1:4722|6
4754:1:4750|3
4800:1:4877|3
4807:1:4806|3
4811:1:4809|4
4812:1:4814|6
4813:1:4814|10
4830:1:4825|3
4844:1:6532|3
4875:1:4722|3
4895:1:4880|4
4958:1:4954|7
4965:1:4968|10,4966|5
5132:1:5108|7,3336|3
5203:1:5187|4
5218:1:5219|7
5286:1:7850|3
5322:1:5321|6,3877|5,5325|5,5353|5
5372:1:5374|3
5404:1:1837|9,1187|4
5518:1:5528|5
5535:1:5532|5,5528|3,8618|3
5639:1:5382|3
5818:1:5810|3
5822:1:5810|7
5907:1:5905|56,5908|48,5911|25,5913|23,5890|21,5915|18,5889|17,5888|16,5897|9,3068|3,4686|3,4680|3,4695|3
5909:1:5908|26,5913|19,5905|19,5915|17,5911|17,5897|11,5890|8,5889|7,5888|6
5912:1:5913|32,5908|29,5905|26,5911|25,5915|21,5890|15,5889|15,5888|13,5897|12,5856|4,4686|3,4680|3,5797|3,4695|3
5945:1:5925|4,6263|4
5954:1:2942|4
5956:1:5925|6
5979:1:5977|15
5980:1:5977|14
5989:1:5985|8,5990|6,5991|5,5992|3
6059:1:6058|5,6061|4
6063:1:6064|9
6151:1:6162|3
6158:1:1557|4
6264:1:6265|19,8577|3,6275|3
6494:1:6489|6
6496:1:6497|3
6512:1:6505|5,6508|4,6503|3
6533:1:6532|3
6542:1:6563|5,6554|5,6532|4,6574|3
6557:1:6554|7,6563|3,6671|3
6569:1:6563|7,6554|5,6671|4,6577|3,6559|3
6580:1:6554|4,6532|4,6574|3,6563|3,6671|3
6581:1:6671|3,6554|3,6673|3
6615:1:6629|3
6800:1:6801|3
6869:1:6861|7,3697|5,6866|3
6917:1:689|3
6927:1:8213|3
6956:1:6963|5,7025|3
7023:1:7025|5
7039:1:491|7,7030|4,6935|3
7051:1:7053|3
7055:1:6136|8
7056:1:6136|3
7233:1:7231|9,7230|5,3032|4,7232|3
7262:1:7266|6,7293|4,7277|4,7267|3
7275:1:7277|16,7267|10,7293|6,7271|4,7266|3
7287:1:7277|3
7390:1:7389|5,7400|5
7392:1:7400|4
7422:1:7417|10,7420|3
7447:1:7438|14,7441|8,7445|7,7451|6
7448:1:7438|9,7441|8,7445|7,7451|3
7481:1:7441|15,7438|8,7445|7,7451|4
7536:1:7530|9,7538|6,7539|5
7579:1:7578|13
7660:1:7663|10,7675|4,7672|4,7644|4
7681:1:5689|8,7672|5,7679|3,7663|3
7682:1:5689|4
7779:1:3877|9
8207:1:8213|4
8411:1:6489|4,8414|3
8415:1:6495|3
8455:1:8446|4,8447|3
8527:1:8526|3
8541:1:8550|3
8579:1:8577|11,8591|8
8583:1:8577|9,8591|7
8586:1:8591|4,8577|4
8611:1:8618|15,8608|13,8600|12,8599|11,8603|10,8633|8,8604|8,8630|7,8635|6,8626|6,8631|4,8627|3
8613:1:8618|15,8600|14,8608|12,8633|9,8599|9,8603|8,8635|7,8630|7,8626|7,8604|6,8631|4,8627|4
8622:1:8633|10,8608|9,8618|8,8600|8,8603|8,8599|8,8630|5,8626|5,8635|4,8627|3,8604|3
8623:1:8600|10,8618|9,8603|7,8599|6,8604|5,8635|4,8633|4,8630|4,8627|4,8626|4,8631|3,8608|3
8659:1:8663|3,8655|3
8665:1:8663|4
8668:1:8663|3
8687:1:3505|4
